,chi2,Z,P,P.adjusted,comparisons,metal,Dataset
567,74.08022333,1.792579474,0.036520095,0.071011297,necro50 - smic100,ni efficiency,molP
568,74.08022333,0.046229338,0.481563729,0.481563729,psyg100 - smic100,ni efficiency,molP
569,74.08022333,2.091877554,0.018224735,0.041599939,psyg250 - smic100,ni efficiency,molP
570,74.08022333,1.502453492,0.066490015,0.114450026,psyg50 - smic100,ni efficiency,molP
571,74.08022333,0.703043215,0.241014409,0.290879459,min100 - smic250,ni efficiency,molP
572,74.08022333,-0.157578652,0.437394413,0.450258955,min250 - smic250,ni efficiency,molP
573,74.08022333,1.148064762,0.125470915,0.185555578,min50 - smic250,ni efficiency,molP
574,74.08022333,-3.369758857,0.00037617,0.002078834,necro100 - smic250,ni efficiency,molP
575,74.08022333,-2.266708296,0.011704026,0.031510838,necro250 - smic250,ni efficiency,molP
576,74.08022333,-1.201962793,0.114688972,0.172033458,necro50 - smic250,ni efficiency,molP
577,74.08022333,-3.175815902,0.000747079,0.003565603,psyg100 - smic250,ni efficiency,molP
578,74.08022333,-1.030321953,0.151429449,0.209211738,psyg250 - smic250,ni efficiency,molP
579,74.08022333,-1.648515125,0.049623505,0.089835655,psyg50 - smic250,ni efficiency,molP
580,74.08022333,-3.074250991,0.001055159,0.004616321,smic100 - smic250,ni efficiency,molP
581,74.08022333,-0.554752058,0.289532132,0.326891116,min100 - smic50,ni efficiency,molP
582,74.08022333,-1.375322812,0.084515694,0.13865856,min250 - smic50,ni efficiency,molP
583,74.08022333,0.095828356,0.461828448,0.466269106,min50 - smic50,ni efficiency,molP
584,74.08022333,-4.438016468,4.54E-06,0.000158885,necro100 - smic50,ni efficiency,molP
585,74.08022333,-3.386299024,0.000354211,0.002066229,necro250 - smic50,ni efficiency,molP
586,74.08022333,-2.323714133,0.01007041,0.027826134,necro50 - smic50,ni efficiency,molP
587,74.08022333,-4.253099115,1.05E-05,0.000276717,psyg100 - smic50,ni efficiency,molP
588,74.08022333,-2.207450899,0.013641287,0.034103217,psyg250 - smic50,ni efficiency,molP
589,74.08022333,-2.796874962,0.002579975,0.009029912,psyg50 - smic50,ni efficiency,molP
590,74.08022333,-4.116293606,1.93E-05,0.000336887,smic100 - smic50,ni efficiency,molP
591,74.08022333,-1.225077462,0.110273018,0.170274513,smic250 - smic50,ni efficiency,molP
592,74.08022333,4.451885269,4.26E-06,0.000223439,min100 - vor100,ni efficiency,molP
593,74.08022333,3.631314516,0.000140991,0.000986934,min250 - vor100,ni efficiency,molP
594,74.08022333,4.247112725,1.08E-05,0.00022737,min50 - vor100,ni efficiency,molP
595,74.08022333,0.56862086,0.284806733,0.325051162,necro100 - vor100,ni efficiency,molP
596,74.08022333,1.620338304,0.052579812,0.093574243,necro250 - vor100,ni efficiency,molP
597,74.08022333,2.469776164,0.006759881,0.020279643,necro50 - vor100,ni efficiency,molP
598,74.08022333,0.753538213,0.225563279,0.275397026,psyg100 - vor100,ni efficiency,molP
599,74.08022333,2.799186428,0.002561577,0.009274677,psyg250 - vor100,ni efficiency,molP
600,74.08022333,2.209762366,0.013560829,0.034728953,psyg50 - vor100,ni efficiency,molP
601,74.08022333,0.67719669,0.249140584,0.297270015,smic100 - vor100,ni efficiency,molP
602,74.08022333,3.781559865,7.79E-05,0.000743823,smic250 - vor100,ni efficiency,molP
603,74.08022333,4.793490296,8.20E-07,8.60E-05,smic50 - vor100,ni efficiency,molP
604,74.08022333,2.662809881,0.003874559,0.012713397,min100 - vor250,ni efficiency,molP
605,74.08022333,1.842239128,0.03272009,0.066069412,min250 - vor250,ni efficiency,molP
606,74.08022333,2.763689779,0.002857592,0.009678942,min50 - vor250,ni efficiency,molP
607,74.08022333,-1.220454529,0.111146309,0.169135687,necro100 - vor250,ni efficiency,molP
608,74.08022333,-0.168737084,0.433001724,0.450150307,necro250 - vor250,ni efficiency,molP
609,74.08022333,0.756866889,0.224564807,0.277403585,necro50 - vor250,ni efficiency,molP
610,74.08022333,-1.035537176,0.150209057,0.21029268,psyg100 - vor250,ni efficiency,molP
611,74.08022333,1.01011104,0.156221047,0.2130287,psyg250 - vor250,ni efficiency,molP
612,74.08022333,0.420686978,0.336991836,0.372464661,psyg50 - vor250,ni efficiency,molP
613,74.08022333,-1.035712585,0.150168125,0.213076393,smic100 - vor250,ni efficiency,molP
614,74.08022333,1.992484477,0.023158963,0.050660232,smic250 - vor250,ni efficiency,molP
615,74.08022333,3.080581021,0.001032986,0.004715804,smic50 - vor250,ni efficiency,molP
616,74.08022333,-1.712909275,0.043364616,0.079882187,vor100 - vor250,ni efficiency,molP
617,74.08022333,0.472735955,0.318200786,0.355437048,min100 - vor50,ni efficiency,molP
618,74.08022333,-0.387885912,0.349050232,0.381773691,min250 - vor50,ni efficiency,molP
619,74.08022333,0.960019672,0.168522657,0.22398581,min50 - vor50,ni efficiency,molP
620,74.08022333,-3.600066118,0.000159068,0.001043885,necro100 - vor50,ni efficiency,molP
621,74.08022333,-2.497015556,0.006262173,0.019925096,necro250 - vor50,ni efficiency,molP
622,74.08022333,-1.42155215,0.077578152,0.12929692,necro50 - vor50,ni efficiency,molP
623,74.08022333,-3.406123162,0.000329462,0.002034914,psyg100 - vor50,ni efficiency,molP
624,74.08022333,-1.260629213,0.103721234,0.165011054,psyg250 - vor50,ni efficiency,molP
625,74.08022333,-1.878822385,0.030134375,0.063282187,psyg50 - vor50,ni efficiency,molP
626,74.08022333,-3.293840347,0.000494143,0.002594251,smic100 - vor50,ni efficiency,molP
627,74.08022333,-0.23030726,0.40892651,0.438135546,smic250 - vor50,ni efficiency,molP
628,74.08022333,1.005488106,0.157330937,0.211791646,smic50 - vor50,ni efficiency,molP
629,74.08022333,-4.001149222,3.15E-05,0.000413671,vor100 - vor50,ni efficiency,molP
630,74.08022333,-2.212073833,0.013480782,0.035387052,vor250 - vor50,ni efficiency,molP
631,85.70598291,0.762442576,0.222897952,0.272142848,min100 - min250,co,molP
632,85.70598291,0.718243006,0.236303733,0.278785302,min100 - min50,co,molP
633,85.70598291,-0.04419957,0.482372663,0.487010861,min250 - min50,co,molP
634,85.70598291,2.397826651,0.008246334,0.021118661,min100 - necro100,co,molP
635,85.70598291,1.635384076,0.050984279,0.089222489,min250 - necro100,co,molP
636,85.70598291,1.679583645,0.046519176,0.085693219,min50 - necro100,co,molP
637,85.70598291,2.740373316,0.003068472,0.009763319,min100 - necro250,co,molP
638,85.70598291,1.97793074,0.02396826,0.050333347,min250 - necro250,co,molP
639,85.70598291,2.02213031,0.021581446,0.049261996,min50 - necro250,co,molP
640,85.70598291,0.342546664,0.365969766,0.388149752,necro100 - necro250,co,molP
641,85.70598291,2.872972025,0.002033151,0.007116027,min100 - necro50,co,molP
642,85.70598291,2.110529449,0.017406389,0.041537973,min250 - necro50,co,molP
643,85.70598291,2.154729018,0.015591523,0.038072323,min50 - necro50,co,molP
644,85.70598291,0.475145373,0.31734168,0.350746067,necro100 - necro50,co,molP
645,85.70598291,0.132598709,0.447255377,0.460409947,necro250 - necro50,co,molP
646,85.70598291,-2.442026221,0.007302543,0.020178079,min100 - psyg100,co,molP
647,85.70598291,-3.204468797,0.00067656,0.002959949,min250 - psyg100,co,molP
648,85.70598291,-3.160269227,0.000788117,0.003182781,min50 - psyg100,co,molP
649,85.70598291,-4.839852872,6.50E-07,1.71E-05,necro100 - psyg100,co,molP
650,85.70598291,-5.182399537,1.10E-07,5.75E-06,necro250 - psyg100,co,molP
651,85.70598291,-5.314998245,5.33E-08,5.60E-06,necro50 - psyg100,co,molP
652,85.70598291,-1.138138917,0.12753124,0.176194476,min100 - psyg250,co,molP
653,85.70598291,-1.900581493,0.028678426,0.055763606,min250 - psyg250,co,molP
654,85.70598291,-1.856381924,0.03169957,0.06051736,min50 - psyg250,co,molP
655,85.70598291,-3.535965569,0.000203144,0.001185006,necro100 - psyg250,co,molP
656,85.70598291,-3.878512233,5.25E-05,0.000394115,necro250 - psyg250,co,molP
657,85.70598291,-4.011110942,3.02E-05,0.000288434,necro50 - psyg250,co,molP
658,85.70598291,1.303887303,0.096136005,0.150660903,psyg100 - psyg250,co,molP
659,85.70598291,-2.000030525,0.022748484,0.048746751,min100 - psyg50,co,molP
660,85.70598291,-2.762473101,0.002868264,0.009411493,min250 - psyg50,co,molP
661,85.70598291,-2.718273531,0.003281178,0.01013305,min50 - psyg50,co,molP
662,85.70598291,-4.397857176,5.47E-06,6.38E-05,necro100 - psyg50,co,molP
663,85.70598291,-4.740403841,1.07E-06,2.24E-05,necro250 - psyg50,co,molP
664,85.70598291,-4.873002549,5.50E-07,1.92E-05,necro50 - psyg50,co,molP
665,85.70598291,0.441995696,0.32924616,0.360112988,psyg100 - psyg50,co,molP
666,85.70598291,-0.861891607,0.194373584,0.251965757,psyg250 - psyg50,co,molP
667,85.70598291,0.795592253,0.213134535,0.272916173,min100 - smic100,co,molP
668,85.70598291,0.033149677,0.486777614,0.486777614,min250 - smic100,co,molP
669,85.70598291,0.077349247,0.469172857,0.47828301,min50 - smic100,co,molP
670,85.70598291,-1.602234398,0.054551893,0.092386271,necro100 - smic100,co,molP
671,85.70598291,-1.944781063,0.025900667,0.052299424,necro250 - smic100,co,molP
672,85.70598291,-2.077379772,0.018883261,0.044060942,necro50 - smic100,co,molP
673,85.70598291,3.237618474,0.000602659,0.002876329,psyg100 - smic100,co,molP
674,85.70598291,1.93373117,0.026573095,0.05264481,psyg250 - smic100,co,molP
675,85.70598291,2.795622778,0.002589991,0.008772551,psyg50 - smic100,co,molP
676,85.70598291,2.000030525,0.022748484,0.049762309,min100 - smic250,co,molP
677,85.70598291,1.237587949,0.107934443,0.157404395,min250 - smic250,co,molP
678,85.70598291,1.281787519,0.099958597,0.152110908,min50 - smic250,co,molP
679,85.70598291,-0.397796126,0.345390236,0.370060968,necro100 - smic250,co,molP
680,85.70598291,-0.740342791,0.229546011,0.273890127,necro250 - smic250,co,molP
681,85.70598291,-0.8729415,0.191347482,0.251143571,necro50 - smic250,co,molP
682,85.70598291,4.442056746,4.46E-06,6.68E-05,psyg100 - smic250,co,molP
683,85.70598291,3.138169442,0.000850033,0.003305683,psyg250 - smic250,co,molP
684,85.70598291,4.00006105,3.17E-05,0.000277052,psyg50 - smic250,co,molP
685,85.70598291,1.204438272,0.114210114,0.162054891,smic100 - smic250,co,molP
686,85.70598291,1.502785367,0.0664472,0.107337785,min100 - smic50,co,molP
687,85.70598291,0.740342791,0.229546011,0.277038289,min250 - smic50,co,molP
688,85.70598291,0.784542361,0.216360968,0.273709658,min50 - smic50,co,molP
689,85.70598291,-0.895041285,0.18538251,0.246394475,necro100 - smic50,co,molP
690,85.70598291,-1.237587949,0.107934443,0.159621359,necro250 - smic50,co,molP
691,85.70598291,-1.370186658,0.085314321,0.135727329,necro50 - smic50,co,molP
692,85.70598291,3.944811588,3.99E-05,0.000322523,psyg100 - smic50,co,molP
693,85.70598291,2.640924284,0.00413401,0.012402029,psyg250 - smic50,co,molP
694,85.70598291,3.502815891,0.000230184,0.001272068,psyg50 - smic50,co,molP
695,85.70598291,0.707193114,0.239723239,0.279677112,smic100 - smic50,co,molP
696,85.70598291,-0.497245158,0.30950809,0.345727122,smic250 - smic50,co,molP
697,85.70598291,-0.497245158,0.30950809,0.349444618,min100 - vor100,co,molP
698,85.70598291,-1.259687734,0.103891016,0.155836524,min250 - vor100,co,molP
699,85.70598291,-1.215488164,0.11208998,0.161225314,min50 - vor100,co,molP
700,85.70598291,-2.895071809,0.001895359,0.006862507,necro100 - vor100,co,molP
701,85.70598291,-3.237618474,0.000602659,0.002751271,necro250 - vor100,co,molP
702,85.70598291,-3.370217183,0.000375545,0.00197161,necro50 - vor100,co,molP
703,85.70598291,1.944781063,0.025900667,0.053324903,psyg100 - vor100,co,molP
704,85.70598291,0.640893759,0.260795855,0.300918295,psyg250 - vor100,co,molP
705,85.70598291,1.502785367,0.0664472,0.109014938,psyg50 - vor100,co,molP
706,85.70598291,-1.292837411,0.098033649,0.151375488,smic100 - vor100,co,molP
707,85.70598291,-2.497275683,0.006257581,0.018251278,smic250 - vor100,co,molP
708,85.70598291,-2.000030525,0.022748484,0.050821081,smic50 - vor100,co,molP
709,85.70598291,-1.668533753,0.047604909,0.0847206,min100 - vor250,co,molP
710,85.70598291,-2.430976328,0.007529099,0.020270652,min250 - vor250,co,molP
711,85.70598291,-2.386776759,0.008498404,0.021246011,min50 - vor250,co,molP
712,85.70598291,-4.066360404,2.39E-05,0.000250704,necro100 - vor250,co,molP
713,85.70598291,-4.408907068,5.19E-06,6.82E-05,necro250 - vor250,co,molP
714,85.70598291,-4.541505777,2.79E-06,4.89E-05,necro50 - vor250,co,molP
715,85.70598291,0.773492468,0.219615492,0.274519365,psyg100 - vor250,co,molP
716,85.70598291,-0.530394835,0.297919103,0.340016368,psyg250 - vor250,co,molP
717,85.70598291,0.331496772,0.370134639,0.388641371,psyg50 - vor250,co,molP
718,85.70598291,-2.464126006,0.006867391,0.019488542,smic100 - vor250,co,molP
719,85.70598291,-3.668564278,0.000121958,0.000800351,smic250 - vor250,co,molP
720,85.70598291,-3.171319119,0.000758742,0.003186715,smic50 - vor250,co,molP
721,85.70598291,-1.171288595,0.120741397,0.169037956,vor100 - vor250,co,molP
722,85.70598291,-0.906091177,0.182443797,0.24559742,min100 - vor50,co,molP
723,85.70598291,-1.668533753,0.047604909,0.0861813,min250 - vor50,co,molP
724,85.70598291,-1.624334183,0.052152253,0.089770271,min50 - vor50,co,molP
725,85.70598291,-3.303917828,0.000476719,0.002383594,necro100 - vor50,co,molP
726,85.70598291,-3.646464493,0.000132937,0.000821079,necro250 - vor50,co,molP
727,85.70598291,-3.779063202,7.87E-05,0.000550968,necro50 - vor50,co,molP
728,85.70598291,1.535935044,0.062277156,0.10379526,psyg100 - vor50,co,molP
729,85.70598291,0.23204774,0.408250467,0.424418802,psyg250 - vor50,co,molP
730,85.70598291,1.093939348,0.13699079,0.186805623,psyg50 - vor50,co,molP
731,85.70598291,-1.70168343,0.044407364,0.083263808,smic100 - vor50,co,molP
732,85.70598291,-2.906121702,0.001829695,0.006861358,smic250 - vor50,co,molP
733,85.70598291,-2.408876544,0.008000855,0.021002244,smic50 - vor50,co,molP
734,85.70598291,-0.408846019,0.341326333,0.369476958,vor100 - vor50,co,molP
735,85.70598291,0.762442576,0.222897952,0.275344529,vor250 - vor50,co,molP
736,82.75897436,0.287297202,0.386942382,0.414581124,min100 - min250,co uptake,molP
737,82.75897436,1.469635689,0.070830224,0.114418055,min100 - min50,co uptake,molP
738,82.75897436,1.182338487,0.11853571,0.172864577,min250 - min50,co uptake,molP
739,82.75897436,1.42543612,0.077015587,0.122524797,min100 - necro100,co uptake,molP
740,82.75897436,1.138138917,0.12753124,0.178543736,min250 - necro100,co uptake,molP
741,82.75897436,-0.04419957,0.482372663,0.487010861,min50 - necro100,co uptake,molP
742,82.75897436,2.055279987,0.019925985,0.045483226,min100 - necro250,co uptake,molP
743,82.75897436,1.767982784,0.038531891,0.074923121,min250 - necro250,co uptake,molP
744,82.75897436,0.585644297,0.279057287,0.325566835,min50 - necro250,co uptake,molP
745,82.75897436,0.629843867,0.264398371,0.319101482,necro100 - necro250,co uptake,molP
746,82.75897436,2.276277835,0.011414693,0.02923275,min100 - necro50,co uptake,molP
747,82.75897436,1.988980632,0.02335167,0.049038508,min250 - necro50,co uptake,molP
748,82.75897436,0.806642145,0.209936342,0.268820926,min50 - necro50,co uptake,molP
749,82.75897436,0.850841715,0.197428643,0.255926018,necro100 - necro50,co uptake,molP
750,82.75897436,0.220997848,0.412547054,0.428885551,necro250 - necro50,co uptake,molP
751,82.75897436,-2.872972025,0.002033151,0.007361407,min100 - psyg100,co uptake,molP
752,82.75897436,-3.160269227,0.000788117,0.003448012,min250 - psyg100,co uptake,molP
753,82.75897436,-4.342607714,7.04E-06,9.24E-05,min50 - psyg100,co uptake,molP
754,82.75897436,-4.298408144,8.60E-06,0.00010035,necro100 - psyg100,co uptake,molP
755,82.75897436,-4.928252011,4.15E-07,2.18E-05,necro250 - psyg100,co uptake,molP
756,82.75897436,-5.149249859,1.31E-07,1.37E-05,necro50 - psyg100,co uptake,molP
757,82.75897436,-2.154729018,0.015591523,0.03638022,min100 - psyg250,co uptake,molP
758,82.75897436,-2.442026221,0.007302543,0.020723433,min250 - psyg250,co uptake,molP
759,82.75897436,-3.624364708,0.000144836,0.000950488,min50 - psyg250,co uptake,molP
760,82.75897436,-3.580165138,0.000171689,0.001001517,necro100 - psyg250,co uptake,molP
761,82.75897436,-4.210009005,1.28E-05,0.000134064,necro250 - psyg250,co uptake,molP
762,82.75897436,-4.431006853,4.69E-06,8.21E-05,necro50 - psyg250,co uptake,molP
763,82.75897436,0.718243006,0.236303733,0.295379666,psyg100 - psyg250,co uptake,molP
764,82.75897436,-1.591184506,0.055784029,0.09602169,min100 - psyg50,co uptake,molP
765,82.75897436,-1.878481708,0.030157649,0.060895252,min250 - psyg50,co uptake,molP
766,82.75897436,-3.060820195,0.001103658,0.004635364,min50 - psyg50,co uptake,molP
767,82.75897436,-3.016620626,0.001278047,0.005161346,necro100 - psyg50,co uptake,molP
768,82.75897436,-3.646464493,0.000132937,0.000930556,necro250 - psyg50,co uptake,molP
769,82.75897436,-3.867462341,5.50E-05,0.000481135,necro50 - psyg50,co uptake,molP
770,82.75897436,1.281787519,0.099958597,0.152110908,psyg100 - psyg50,co uptake,molP
771,82.75897436,0.563544513,0.286532079,0.330613938,psyg250 - psyg50,co uptake,molP
772,82.75897436,-0.883991392,0.18835043,0.247209939,min100 - smic100,co uptake,molP
773,82.75897436,-1.171288595,0.120741397,0.173669133,min250 - smic100,co uptake,molP
774,82.75897436,-2.353627082,0.009295626,0.025026685,min50 - smic100,co uptake,molP
775,82.75897436,-2.309427512,0.010459935,0.027457329,necro100 - smic100,co uptake,molP
776,82.75897436,-2.939271379,0.001644924,0.006396928,necro250 - smic100,co uptake,molP
777,82.75897436,-3.160269227,0.000788117,0.003597926,necro50 - smic100,co uptake,molP
778,82.75897436,1.988980632,0.02335167,0.050039294,psyg100 - smic100,co uptake,molP
779,82.75897436,1.270737626,0.101911003,0.152866504,psyg250 - smic100,co uptake,molP
780,82.75897436,0.707193114,0.239723239,0.296128707,psyg50 - smic100,co uptake,molP
781,82.75897436,0.453045588,0.325257957,0.359495637,min100 - smic250,co uptake,molP
782,82.75897436,0.165748386,0.434177483,0.442608114,min250 - smic250,co uptake,molP
783,82.75897436,-1.016590101,0.154674233,0.210919408,min50 - smic250,co uptake,molP
784,82.75897436,-0.972390531,0.16542815,0.222691741,necro100 - smic250,co uptake,molP
785,82.75897436,-1.602234398,0.054551893,0.097083878,necro250 - smic250,co uptake,molP
786,82.75897436,-1.823232246,0.034134112,0.067624183,necro50 - smic250,co uptake,molP
787,82.75897436,3.326017613,0.000440482,0.002312529,psyg100 - smic250,co uptake,molP
788,82.75897436,2.607774607,0.004556647,0.013669941,psyg250 - smic250,co uptake,molP
789,82.75897436,2.044230094,0.020465411,0.045720598,psyg50 - smic250,co uptake,molP
790,82.75897436,1.337036981,0.090605283,0.139905216,smic100 - smic250,co uptake,molP
791,82.75897436,2.02213031,0.021581446,0.047209413,min100 - smic50,co uptake,molP
792,82.75897436,1.734833107,0.041385185,0.079008081,min250 - smic50,co uptake,molP
793,82.75897436,0.55249462,0.29030476,0.331326084,min50 - smic50,co uptake,molP
794,82.75897436,0.59669419,0.275355786,0.32485795,necro100 - smic50,co uptake,molP
795,82.75897436,-0.033149677,0.486777614,0.486777614,necro250 - smic50,co uptake,molP
796,82.75897436,-0.254147525,0.399690794,0.423914479,necro50 - smic50,co uptake,molP
797,82.75897436,4.895102334,4.91E-07,1.72E-05,psyg100 - smic50,co uptake,molP
798,82.75897436,4.176859328,1.48E-05,0.000141064,psyg250 - smic50,co uptake,molP
799,82.75897436,3.613314816,0.000151154,0.000933596,psyg50 - smic50,co uptake,molP
800,82.75897436,2.906121702,0.001829695,0.006861358,smic100 - smic50,co uptake,molP
801,82.75897436,1.569084721,0.0583141,0.09875775,smic250 - smic50,co uptake,molP
802,82.75897436,-1.237587949,0.107934443,0.159621359,min100 - vor100,co uptake,molP
803,82.75897436,-1.524885152,0.063643873,0.106073122,min250 - vor100,co uptake,molP
804,82.75897436,-2.707223639,0.003392427,0.011490478,min50 - vor100,co uptake,molP
805,82.75897436,-2.663024069,0.003872094,0.011957937,necro100 - vor100,co uptake,molP
806,82.75897436,-3.292867936,0.000495855,0.002479276,necro250 - vor100,co uptake,molP
807,82.75897436,-3.513865784,0.000220818,0.00122031,necro50 - vor100,co uptake,molP
808,82.75897436,1.635384076,0.050984279,0.092299126,psyg100 - vor100,co uptake,molP
809,82.75897436,0.917141069,0.179534361,0.238621619,psyg250 - vor100,co uptake,molP
810,82.75897436,0.353596557,0.361820628,0.391661504,psyg50 - vor100,co uptake,molP
811,82.75897436,-0.353596557,0.361820628,0.395741311,smic100 - vor100,co uptake,molP
812,82.75897436,-1.690633538,0.045453408,0.085225139,smic250 - vor100,co uptake,molP
813,82.75897436,-3.259718259,0.000557615,0.002661343,smic50 - vor100,co uptake,molP
814,82.75897436,-2.397826651,0.008246334,0.022785923,min100 - vor250,co uptake,molP
815,82.75897436,-2.685123854,0.003625147,0.011534558,min250 - vor250,co uptake,molP
816,82.75897436,-3.867462341,5.50E-05,0.000444125,min50 - vor250,co uptake,molP
817,82.75897436,-3.823262771,6.58E-05,0.000493865,necro100 - vor250,co uptake,molP
818,82.75897436,-4.453106638,4.23E-06,8.89E-05,necro250 - vor250,co uptake,molP
819,82.75897436,-4.674104486,1.48E-06,3.88E-05,necro50 - vor250,co uptake,molP
820,82.75897436,0.475145373,0.31734168,0.358288993,psyg100 - vor250,co uptake,molP
821,82.75897436,-0.243097633,0.403964882,0.424163127,psyg250 - vor250,co uptake,molP
822,82.75897436,-0.806642145,0.209936342,0.26558212,psyg50 - vor250,co uptake,molP
823,82.75897436,-1.513835259,0.065033814,0.106696101,smic100 - vor250,co uptake,molP
824,82.75897436,-2.85087224,0.002179974,0.00762991,smic250 - vor250,co uptake,molP
825,82.75897436,-4.419956961,4.94E-06,7.40E-05,smic50 - vor250,co uptake,molP
826,82.75897436,-1.160238702,0.122975817,0.174492713,vor100 - vor250,co uptake,molP
827,82.75897436,-0.176798278,0.429833421,0.44247558,min100 - vor50,co uptake,molP
828,82.75897436,-0.464095481,0.32128967,0.358887397,min250 - vor50,co uptake,molP
829,82.75897436,-1.646433968,0.049837222,0.091805409,min50 - vor50,co uptake,molP
830,82.75897436,-1.602234398,0.054551893,0.095465813,necro100 - vor50,co uptake,molP
831,82.75897436,-2.232078265,0.012804895,0.032012238,necro250 - vor50,co uptake,molP
832,82.75897436,-2.453076113,0.007082018,0.020655887,necro50 - vor50,co uptake,molP
833,82.75897436,2.696173746,0.003507054,0.011507519,psyg100 - vor50,co uptake,molP
834,82.75897436,1.97793074,0.02396826,0.049346418,psyg250 - vor50,co uptake,molP
835,82.75897436,1.414386227,0.078624266,0.123217133,psyg50 - vor50,co uptake,molP
836,82.75897436,0.707193114,0.239723239,0.29268535,smic100 - vor50,co uptake,molP
837,82.75897436,-0.629843867,0.264398371,0.315475329,smic250 - vor50,co uptake,molP
838,82.75897436,-2.198928588,0.0139415,0.033269489,smic50 - vor50,co uptake,molP
839,82.75897436,1.060789671,0.144392749,0.199489982,vor100 - vor50,co uptake,molP
840,82.75897436,2.221028373,0.01317452,0.032170339,vor250 - vor50,co uptake,molP
841,85.23907204,-0.607744082,0.271678611,0.320519709,min100 - min250,co efficiency,molP
842,85.23907204,1.259687734,0.103891016,0.155836524,min100 - min50,co efficiency,molP
843,85.23907204,1.867431816,0.030920655,0.060123496,min250 - min50,co efficiency,molP
844,85.23907204,-1.955830955,0.025242536,0.051969926,min100 - necro100,co efficiency,molP
845,85.23907204,-1.348086873,0.088815221,0.137141151,min250 - necro100,co efficiency,molP
846,85.23907204,-3.215518689,0.000651045,0.003107261,min50 - necro100,co efficiency,molP
847,85.23907204,-2.29837762,0.010770153,0.026299211,min100 - necro250,co efficiency,molP
848,85.23907204,-1.690633538,0.045453408,0.080891658,min250 - necro250,co efficiency,molP
849,85.23907204,-3.558065354,0.000186798,0.001089656,min50 - necro250,co efficiency,molP
850,85.23907204,-0.342546664,0.365969766,0.392110464,necro100 - necro250,co efficiency,molP
851,85.23907204,-2.464126006,0.006867391,0.019488542,min100 - necro50,co efficiency,molP
852,85.23907204,-1.856381924,0.03169957,0.06051736,min250 - necro50,co efficiency,molP
853,85.23907204,-3.72381374,9.81E-05,0.000643898,min50 - necro50,co efficiency,molP
854,85.23907204,-0.508295051,0.30562322,0.34138764,necro100 - necro50,co efficiency,molP
855,85.23907204,-0.165748386,0.434177483,0.442608114,necro250 - necro50,co efficiency,molP
856,85.23907204,2.640924284,0.00413401,0.012766795,min100 - psyg100,co efficiency,molP
857,85.23907204,3.248668366,0.000579733,0.002898664,min250 - psyg100,co efficiency,molP
858,85.23907204,1.38123655,0.08360312,0.133004964,min50 - psyg100,co efficiency,molP
859,85.23907204,4.596755239,2.15E-06,3.75E-05,necro100 - psyg100,co efficiency,molP
860,85.23907204,4.939301904,3.92E-07,1.03E-05,necro250 - psyg100,co efficiency,molP
861,85.23907204,5.10505029,1.65E-07,8.68E-06,necro50 - psyg100,co efficiency,molP
862,85.23907204,0.287297202,0.386942382,0.402266833,min100 - psyg250,co efficiency,molP
863,85.23907204,0.895041285,0.18538251,0.240310661,min250 - psyg250,co efficiency,molP
864,85.23907204,-0.972390531,0.16542815,0.222691741,min50 - psyg250,co efficiency,molP
865,85.23907204,2.243128158,0.012444276,0.028405412,necro100 - psyg250,co efficiency,molP
866,85.23907204,2.585674822,0.004859429,0.014173333,necro250 - psyg250,co efficiency,molP
867,85.23907204,2.751423208,0.002966847,0.01074203,necro50 - psyg250,co efficiency,molP
868,85.23907204,-2.353627082,0.009295626,0.023805871,psyg100 - psyg250,co efficiency,molP
869,85.23907204,2.729323423,0.003173221,0.011106275,min100 - psyg50,co efficiency,molP
870,85.23907204,3.337067505,0.000423337,0.002222519,min250 - psyg50,co efficiency,molP
871,85.23907204,1.469635689,0.070830224,0.119954412,min50 - psyg50,co efficiency,molP
872,85.23907204,4.685154379,1.40E-06,2.94E-05,necro100 - psyg50,co efficiency,molP
873,85.23907204,5.027701043,2.48E-07,8.69E-06,necro250 - psyg50,co efficiency,molP
874,85.23907204,5.193449429,1.03E-07,1.08E-05,necro50 - psyg50,co efficiency,molP
875,85.23907204,0.088399139,0.464779723,0.469248759,psyg100 - psyg50,co efficiency,molP
876,85.23907204,2.442026221,0.007302543,0.020178079,psyg250 - psyg50,co efficiency,molP
877,85.23907204,-1.116039133,0.132202692,0.185083769,min100 - smic100,co efficiency,molP
878,85.23907204,-0.508295051,0.30562322,0.345058475,min250 - smic100,co efficiency,molP
879,85.23907204,-2.375726866,0.008757211,0.022987679,min50 - smic100,co efficiency,molP
880,85.23907204,0.839791823,0.20051256,0.2506407,necro100 - smic100,co efficiency,molP
881,85.23907204,1.182338487,0.11853571,0.168192562,necro250 - smic100,co efficiency,molP
882,85.23907204,1.348086873,0.088815221,0.139188034,necro50 - smic100,co efficiency,molP
883,85.23907204,-3.756963417,8.60E-05,0.000601957,psyg100 - smic100,co efficiency,molP
884,85.23907204,-1.403336335,0.080258284,0.129647997,psyg250 - smic100,co efficiency,molP
885,85.23907204,-3.845362556,6.02E-05,0.000486127,psyg50 - smic100,co efficiency,molP
886,85.23907204,-1.613284291,0.053341379,0.093347413,min100 - smic250,co efficiency,molP
887,85.23907204,-1.005540209,0.157318399,0.21452509,min250 - smic250,co efficiency,molP
888,85.23907204,-2.872972025,0.002033151,0.007906697,min50 - smic250,co efficiency,molP
